,Log_Pop,White,Black,Asian,WomenRatio,Poverty,Unemployment,Professional,Construction,PublicWork,SelfEmployed,RepRatio,RepWon
534,17.659459407504055,70.9,0.4,0.8,0.5049921024793868,17.1,7.3,26.5,14.4,11.7,6.8,0.6705209215469133,1
535,12.744413410557655,93.5,0.0,0.0,0.4924220343923055,9.4,2.7,31.5,17.7,16.1,8.0,0.8406132484813422,1
536,14.51865315567339,70.4,0.1,0.6,0.4902010906612133,14.7,4.3,27.1,18.4,11.2,9.4,0.810974358974359,1
537,10.043027283594547,51.4,0.2,0.0,0.4635071090047393,24.2,5.0,20.0,35.9,18.0,3.2,0.8380952380952381,1
538,13.058837332677816,91.0,0.2,0.5,0.4442751669987109,13.9,6.2,31.8,15.9,23.5,10.8,0.7731751007613077,1
539,12.01576348736988,92.2,0.0,0.0,0.4774209128229896,18.9,4.7,32.3,23.9,18.9,9.6,0.7579825834542816,1
540,14.679040186393062,73.3,2.9,3.1,0.4796050625190607,14.9,7.3,28.3,18.6,29.4,7.3,0.6947267497603068,1
541,13.679480099505446,91.3,0.3,0.0,0.4903963414634146,12.2,2.4,27.1,16.7,10.5,4.1,0.8657976596059843,1
542,13.653852715319951,85.1,0.2,0.1,0.4813406780976026,11.9,5.9,28.2,19.0,17.6,10.3,0.8150433377405611,1
543,14.040460970956584,88.0,0.0,0.7,0.5055786350148368,20.7,6.0,26.9,17.7,17.0,9.7,0.7888679432483381,1
544,13.883216040052192,68.1,0.1,0.5,0.4879549966909332,15.9,5.5,28.4,22.8,12.5,7.7,0.7616478666012751,1
545,13.99036992294036,91.3,0.1,0.3,0.477173579109063,13.5,5.4,27.1,17.3,23.1,11.4,0.8051440329218107,1
546,14.742414707713138,87.1,0.1,0.3,0.4924844947099598,9.5,4.6,34.6,18.5,14.5,8.7,0.8387521663778162,1
547,14.4917904779985,63.1,0.1,0.4,0.4956812361647641,16.3,4.6,23.0,22.8,7.0,7.5,0.724721941354904,1
548,17.195833549955587,91.0,0.4,0.7,0.5060148673132261,12.6,6.1,32.0,11.7,13.3,7.6,0.6900539198998473,1
549,15.239934104759277,89.4,0.7,2.6,0.487996485515673,22.5,7.2,43.8,9.1,29.4,6.4,0.4472565870242704,0
550,12.920911065923454,93.3,0.2,0.2,0.4963249516441005,17.1,4.4,30.7,14.5,20.9,13.5,0.7458471760797342,1
551,11.900866807980748,85.6,0.1,0.8,0.4984309623430962,15.3,5.9,31.6,14.4,26.5,11.0,0.7895015906680806,1
552,12.370687406807216,67.3,0.0,0.2,0.48357250755287,11.5,3.1,21.3,22.5,14.3,10.2,0.7491075981642019,1
553,15.2228326297556,89.0,0.6,1.1,0.4960382835176904,31.8,9.2,39.0,8.8,10.8,4.2,0.7636291957648119,1
554,14.319672120946995,63.1,0.2,0.4,0.4960876369327073,17.9,3.9,21.8,20.9,12.9,5.0,0.7753712871287128,1
555,15.288217234469302,87.2,0.4,0.9,0.50489828560004,14.4,4.2,31.3,10.2,17.1,7.3,0.6460988571697315,1
556,12.064742764750257,93.7,0.1,0.0,0.5014005602240896,12.6,5.4,30.3,16.3,22.9,6.6,0.8668280871670703,1
557,13.474719946526482,68.2,0.1,0.2,0.4890196767392832,23.3,6.2,24.1,25.9,13.2,10.3,0.7957907897478641,1
558,14.479211863585387,78.8,0.4,0.6,0.4986207802443189,15.5,6.1,23.8,14.2,13.5,7.7,0.773365913255956,1
559,12.90444646450572,62.5,0.3,0.0,0.4846745793661145,11.6,10.2,25.5,17.2,24.7,7.9,0.6792937399678973,1
560,13.60848585649532,91.8,0.3,0.5,0.5,17.4,8.9,26.1,17.5,14.3,5.1,0.6888888888888889,1
561,13.395534135462302,81.1,0.2,0.1,0.4717891610987379,8.3,6.2,35.1,17.8,11.3,8.4,0.4426889714993804,0
562,16.327692977240332,80.2,0.6,1.6,0.508146094737866,14.4,4.3,29.6,13.1,11.4,7.4,0.694829760403531,1
563,13.302638923787551,94.7,0.1,0.1,0.4904988123515439,10.4,4.3,35.0,10.6,14.3,10.3,0.5531109865470852,1
564,13.287135186086704,78.7,0.0,1.0,0.5058023209283713,15.7,9.3,26.5,16.7,23.1,10.0,0.7691168302166266,1
565,16.027279690920416,92.0,3.9,0.8,0.5104137032656055,13.1,5.5,31.8,8.9,10.6,6.1,0.7121434872096443,1
566,12.726218159332198,61.8,34.6,0.2,0.519185360094451,33.4,8.2,26.8,4.9,20.6,4.4,0.5660952380952381,1
567,14.056129634445549,87.8,6.1,1.2,0.4853234707056475,15.7,5.1,24.5,11.6,12.2,6.7,0.6775475788966514,1
568,15.710967824027575,74.0,2.1,1.2,0.5011931839367613,10.6,8.1,29.0,11.6,9.4,6.9,0.5478906034176566,1
569,12.72940831698402,73.6,21.3,0.6,0.3579737888381681,11.6,4.7,27.4,7.9,17.7,9.8,0.7519470404984424,1
570,15.036989191675664,88.4,0.8,0.8,0.5090276331836164,12.6,5.7,28.0,10.0,10.5,7.2,0.5900923879158874,1
571,12.257682480708766,96.7,0.3,0.9,0.4990810700428834,12.8,3.7,31.2,17.0,14.0,9.1,0.7286324786324786,1
572,13.843921051289035,93.4,1.2,0.7,0.5043525571273123,11.3,5.8,31.0,9.9,14.6,8.8,0.6275353411186232,1
573,13.65284497300198,76.2,3.9,0.3,0.4930900621118012,13.1,6.9,23.8,11.1,14.4,8.0,0.6754238867151109,1
574,17.66584940834791,68.3,13.0,10.3,0.5006251623017515,21.4,5.2,45.3,5.6,27.3,5.1,0.3654242483869965,0
575,15.034541069823852,95.2,1.6,0.6,0.492282939038198,12.8,4.6,30.8,11.5,13.2,7.7,0.7044596076520044,1
576,13.958915156091347,96.7,0.3,0.4,0.5084777694046722,14.3,6.5,25.5,11.8,10.9,8.4,0.7368047337278106,1
577,13.709191536652757,96.4,0.7,0.7,0.5070559247368028,14.0,5.0,24.5,13.1,11.8,6.7,0.8071408087180958,1
578,15.1999790076159,91.6,3.5,0.6,0.4806323060573857,9.0,3.9,34.6,11.3,13.4,6.0,0.7362569487337863,1
579,15.681128580020994,91.0,3.8,1.2,0.5166539779215835,21.0,7.3,31.2,7.5,17.5,6.4,0.6126483938547486,1
580,22.320733628194343,42.7,23.4,6.9,0.5149977827795945,15.9,8.7,39.3,6.0,11.1,4.6,0.2386727808141404,0
581,14.229870272287243,91.0,4.1,0.4,0.4760591235557406,11.9,6.2,28.6,11.3,13.6,6.0,0.7379505448449287,1
582,13.41190815113664,96.7,0.1,0.3,0.4996788696210661,14.3,5.0,26.2,14.6,11.8,7.2,0.7806243637597556,1
583,16.672770614837262,77.6,7.1,2.4,0.5047619959223915,18.1,8.6,32.8,9.0,18.8,3.9,0.4507016172173985,0
584,13.981567281903017,89.1,0.4,0.1,0.5001854599406528,13.3,6.6,29.5,11.6,15.7,8.6,0.6899424231287516,1
585,14.27539705711621,90.5,0.3,0.7,0.5068078668683812,12.1,5.4,27.1,11.6,13.5,7.7,0.7030597267697866,1
586,19.82970105981745,67.9,4.6,11.3,0.509214166593334,6.8,5.2,45.5,5.4,9.1,4.1,0.3940685469344389,0
587,14.103533701383254,97.2,0.6,0.4,0.5090041470203942,15.4,7.4,28.2,9.2,13.4,7.3,0.7487607302623625,1
588,12.681677655209691,96.7,0.4,0.9,0.5101978691019787,11.5,6.1,25.1,15.0,9.2,8.0,0.833971151015602,1
589,15.060189278463422,96.0,0.6,0.2,0.5017855052101627,11.3,4.4,30.6,11.4,8.9,7.2,0.7782791348996422,1
590,14.423903765836592,91.8,5.1,0.5,0.4653776160145587,17.8,7.4,24.2,12.3,15.1,7.3,0.7923470391501082,1
591,13.717462230349666,94.3,0.9,0.5,0.5065330363771344,15.7,6.6,31.1,13.6,11.0,10.7,0.7157238054728484,1
592,15.262315109760168,96.0,0.6,0.5,0.508879955218564,19.9,8.9,25.8,13.5,15.7,6.2,0.7258485639686684,1
593,15.124969421472445,92.0,3.8,0.2,0.4774298267707721,15.5,7.7,30.6,10.7,16.4,7.2,0.585335468944652,1
594,12.35149140932002,95.8,0.3,0.3,0.5264064293915041,16.6,7.8,33.8,12.4,16.0,8.2,0.75,1
595,13.70033133854138,96.7,1.3,0.2,0.4980091653519645,17.9,6.7,26.8,9.7,14.3,7.7,0.7575035731300619,1
596,15.61921696896258,87.1,1.3,0.7,0.5002483460155365,9.4,5.8,30.5,12.8,11.8,3.5,0.6109221326628707,1
597,13.011751395316717,98.9,0.6,0.1,0.5102312628647536,13.9,4.0,30.2,14.4,14.6,8.0,0.7878787878787878,1
598,14.156715144224702,96.3,0.7,0.4,0.502682873412177,11.2,6.6,29.5,12.9,13.3,9.3,0.7271770032641887,1
599,12.02271457304476,93.1,3.8,0.1,0.4782504205719778,16.6,22.2,20.6,20.8,15.1,5.0,0.7771139705882353,1
600,12.758014958495272,96.3,0.1,0.7,0.5085895770174679,11.3,6.0,25.0,12.9,14.3,8.3,0.6477272727272727,1
601,15.599477039708542,90.8,1.8,0.6,0.5043203287075269,12.5,5.1,30.8,10.7,12.8,6.5,0.588371019843101,1
602,14.79649595732204,90.3,1.1,0.4,0.5123168288997435,15.5,6.5,28.9,13.5,13.1,8.6,0.7675534542375273,1
603,15.851236629746351,74.5,14.5,3.4,0.501649327581832,27.9,8.4,37.9,6.9,27.7,5.9,0.4744271150997647,0
604,13.230020435705637,97.2,0.4,0.0,0.5029142381348876,12.4,4.4,27.9,11.3,13.4,9.5,0.7983656066796945,1
605,15.227239879225015,85.8,8.5,1.1,0.4866520673653475,18.9,8.5,28.1,8.7,12.2,6.9,0.7081394028834147,1
606,14.439246520897369,96.1,0.5,0.4,0.5113661940130543,9.4,6.3,33.0,10.2,10.0,6.3,0.7176867946288821,1
607,14.428229298205096,94.9,0.4,0.5,0.4973691372584596,7.6,4.3,28.0,10.7,8.4,9.4,0.5678288431061806,1
608,13.65497160403812,84.7,11.1,0.1,0.4308085898131638,13.9,7.5,36.4,10.9,25.2,6.7,0.7795069337442219,1
609,19.01400411956221,57.6,5.4,3.9,0.5024726011613103,10.4,6.2,34.6,7.6,9.6,3.6,0.412262876958009,0
610,16.757611376478522,72.2,15.1,1.0,0.5088040721654137,15.1,7.5,30.5,9.3,12.9,4.0,0.5626947501281899,1
611,16.907512717614694,71.2,6.4,3.2,0.5054135179325323,5.6,5.0,38.2,9.2,11.7,2.8,0.4552569426220651,0
612,15.64875078641517,83.4,8.4,1.0,0.4923696811616771,18.1,6.3,30.2,8.9,13.0,5.8,0.5131831972992608,1
613,19.42619103225523,62.8,6.6,7.1,0.5005550224564073,8.5,6.3,42.3,5.9,9.7,4.4,0.3653211790160678,0
614,16.762161402455796,86.1,2.5,0.8,0.4978092864661586,13.6,8.3,28.0,10.6,11.9,4.2,0.5549249055560674,1
615,14.006413745710626,84.6,8.6,0.4,0.4510542626238075,16.4,5.4,30.8,10.2,11.7,9.4,0.7525026952102264,1
616,15.081400216090197,86.7,5.2,0.7,0.4700028843380444,11.8,5.9,31.5,9.9,14.0,7.9,0.5792132804041862,1
617,15.16788851318065,89.2,4.0,0.7,0.4868521134412691,13.3,5.5,26.6,11.5,14.1,6.2,0.7008841428407394,1
618,14.847840355630714,86.5,6.7,0.8,0.5109875203472599,9.2,5.6,30.3,9.6,15.2,7.4,0.676490188818956,1
619,14.947499966730854,88.2,4.8,2.2,0.5074532392315726,22.3,8.6,32.2,8.4,26.6,5.0,0.5640552255578745,1
620,18.232772226515216,81.9,1.2,2.7,0.5016832065653172,7.3,5.4,36.6,8.4,10.4,4.6,0.4953929539295393,1
621,17.40233760048499,79.8,8.0,5.1,0.5132106839999769,14.5,3.9,43.4,5.8,13.4,3.8,0.4570093879761689,0
622,16.71514423849683,76.7,13.9,1.1,0.5218846143121381,16.6,9.2,32.0,8.4,12.4,4.9,0.5719630281690141,1
623,15.488091177533477,96.3,0.8,0.4,0.5062880765883376,13.3,8.2,31.0,11.2,13.7,6.3,0.6627687510257673,1
624,18.02189630243506,85.5,8.4,0.9,0.5116079848808768,13.5,7.4,34.9,8.8,12.9,4.0,0.5457919370585195,1
625,15.225245100796077,91.5,3.4,0.7,0.5096984727842319,17.8,8.7,26.2,8.5,15.4,4.9,0.7194824357300947,1
626,13.541701645780236,94.9,0.4,0.3,0.5020545073375262,10.3,6.2,29.4,11.4,9.9,7.2,0.6529247044181705,1
627,13.7632123668144,96.7,0.6,0.2,0.5002876869965478,13.9,8.0,28.4,13.1,16.3,7.5,0.6800116890707188,1
628,13.833087738422009,88.7,6.1,0.2,0.5191859668356859,18.4,7.9,26.8,12.6,13.7,5.1,0.7265193370165746,1
629,13.599912842187129,95.8,0.5,0.3,0.5103092783505154,11.4,4.6,38.7,12.5,22.8,5.1,0.6783425886373344,1
630,13.94708897502536,95.8,0.6,0.3,0.5042421172597189,11.4,6.5,29.9,12.7,11.9,8.4,0.6001994017946162,1
631,15.042129593352138,96.5,0.4,0.7,0.5084323779602241,5.3,4.4,41.1,10.1,11.9,4.3,0.6590856130866384,1
632,14.832346132689077,90.9,6.0,0.1,0.4790045590100435,15.6,5.8,34.2,9.5,16.0,7.6,0.6850908046802096,1
633,15.071881300051478,89.0,6.1,0.7,0.4971546367806747,14.9,6.1,31.9,7.9,16.9,7.2,0.6416457083897594,1
634,13.844607698610256,97.0,0.6,0.2,0.5124056828223779,12.1,3.0,29.0,9.4,9.6,8.0,0.7266871614697702,1
635,15.6556145723371,87.3,1.1,0.5,0.5020825664968326,11.1,6.5,30.5,9.9,13.4,6.1,0.6094295037695511,1
636,17.506067339231752,70.4,17.4,3.9,0.5153724247226624,15.9,8.3,38.4,7.5,9.6,3.9,0.4485670059571274,0
637,14.389832969091168,86.3,8.7,0.6,0.4488284343410816,14.7,6.7,24.1,16.8,15.3,4.7,0.7224856747678324,1
638,14.004308261543592,92.7,1.1,0.4,0.5057506237449035,5.4,4.5,36.3,12.0,17.9,7.6,0.6254254254254255,1
639,13.959458646412672,95.5,1.6,0.3,0.5036409290646578,14.9,6.7,28.3,13.6,14.1,7.5,0.7857054225089961,1
640,12.090112419664289,90.5,4.9,1.0,0.4674311926605504,12.7,9.1,22.1,14.3,16.7,7.2,0.7859424920127795,1
641,12.474466464132632,63.6,30.5,0.3,0.5150237216657881,17.1,10.4,30.2,9.6,24.5,7.4,0.6418587079712883,1
642,12.49460561567122,92.4,0.3,0.4,0.487610466123722,8.9,5.2,31.8,13.0,12.6,5.7,0.5822378030966988,1
643,15.002683184379212,85.0,10.6,0.4,0.4445459806878065,12.3,4.4,24.7,12.5,14.3,5.7,0.7372695200692272,1
644,13.9615401313229,95.6,0.4,0.7,0.5036043377421174,15.0,6.3,28.6,10.4,12.6,6.3,0.7459267426191352,1
645,17.157633124659156,72.6,9.6,2.4,0.5071782770767074,14.6,7.1,29.5,8.5,11.7,3.9,0.4223902417413648,0
646,18.012542704102156,62.1,29.7,1.4,0.5172728063441401,17.0,7.8,34.4,7.9,15.4,3.6,0.4406152422805597,0
647,14.576366243154618,91.6,3.4,0.7,0.5076545231273025,20.6,11.3,26.8,13.3,17.4,6.2,0.7241286863270777,1
648,17.596116943874176,80.8,12.6,1.9,0.5200066621579336,15.6,6.9,41.2,6.5,23.0,4.8,0.5036252354048965,1
649,12.80996904717615,93.4,5.5,0.0,0.4577356914078819,21.5,6.9,27.9,10.4,21.8,8.3,0.7013151239251391,1
650,12.3188252203997,97.2,0.1,0.1,0.5100802505382658,14.9,8.8,30.2,11.9,12.7,8.9,0.763728323699422,1
651,14.41903845415604,97.4,0.7,0.4,0.5031041723728659,12.1,4.4,26.4,12.4,10.3,7.8,0.7723064317902499,1
652,12.438531977761585,96.1,0.7,0.8,0.5065753918212934,14.0,4.8,35.5,11.8,11.1,10.4,0.6851282051282052,1
653,15.484287950896071,83.3,9.5,0.8,0.5160671044307249,16.1,8.0,28.8,11.7,11.1,7.6,0.5595977653631284,1
654,17.03933677208864,94.2,1.2,1.0,0.5066186569657374,8.0,5.1,35.1,8.3,10.7,4.2,0.6053740779768177,1
655,14.075729827726908,91.4,0.7,0.2,0.4954537557190016,16.8,5.3,31.1,13.2,22.4,6.9,0.6864623955431755,1
656,16.273340315145045,78.8,13.9,0.9,0.5035161033747018,19.8,8.3,26.9,9.2,14.3,6.4,0.6489948017786685,1
657,13.497851836951115,94.9,0.8,1.2,0.5086445366528354,13.1,7.6,27.9,13.2,11.5,7.7,0.7471345441721037,1
658,14.089202175838755,84.4,2.8,2.3,0.5158069883527454,13.8,6.6,31.4,8.7,11.8,7.4,0.583916083916084,1
659,13.79968636133125,96.2,0.5,0.4,0.4963534361851332,9.7,4.4,29.5,10.7,13.3,6.6,0.7649487115336502,1
660,14.016198912792218,96.4,0.6,0.4,0.5045567022753334,15.8,4.8,25.6,12.1,11.5,8.5,0.8367537313432836,1
661,13.792180232254807,96.6,0.4,0.7,0.5095869166784154,13.9,8.2,28.8,14.5,12.1,9.2,0.7718246034919366,1
662,15.79418738092676,84.9,1.6,0.5,0.5074177709730215,11.1,6.0,26.3,8.5,13.2,4.7,0.5233634758799582,1
663,19.39147646100913,64.7,11.0,5.2,0.5031182431400832,7.4,6.0,36.6,8.6,11.2,3.0,0.4447553810997026,0
664,16.042108212965477,90.1,4.0,1.0,0.5013708374705456,15.2,6.9,32.3,9.2,20.7,5.7,0.6692005165531815,1
665,18.13326264607365,70.2,12.4,2.5,0.5114847380283257,15.3,10.0,30.8,7.2,10.3,4.7,0.4702305528942733,0
666,15.249039360063383,95.7,0.6,0.8,0.5024908838785886,7.4,4.7,38.0,9.6,10.0,5.7,0.6805389496918973,1
667,15.095809068332985,93.7,0.9,0.4,0.504226397852533,18.9,5.2,24.2,13.9,8.2,8.1,0.7371688741721855,1
668,18.488354046772727,74.6,11.3,3.5,0.5121265435204094,14.7,6.3,33.7,7.6,8.6,4.1,0.5328568948556218,1
669,16.30606168942834,83.2,1.7,6.3,0.4978278041074249,12.4,5.0,40.7,6.4,7.6,4.3,0.6039291777831676,1
670,13.576248129843252,96.0,0.2,0.5,0.5049123956115933,12.8,6.8,22.7,10.7,10.9,5.2,0.7005289075323727,1
671,15.943361876427948,91.6,1.6,2.6,0.5046895085141161,6.1,3.3,48.2,7.1,8.9,6.0,0.5669245402663284,1
672,13.87334798091175,95.9,0.5,0.7,0.504297994269341,10.6,5.9,33.3,11.5,8.8,9.9,0.6314351295223521,1
673,14.28727950610292,94.2,0.5,0.1,0.5008502550765229,10.2,5.2,26.3,13.1,12.5,7.8,0.7320247933884297,1
674,15.223096690347695,81.0,1.4,1.5,0.5008627902112529,13.9,6.4,23.4,11.0,12.7,4.3,0.6794153628227416,1
675,16.809931377095136,83.9,6.7,0.7,0.5130077550416474,9.7,5.7,31.1,7.6,10.1,4.0,0.5708666090170744,1
676,14.98615313572529,83.0,0.6,0.3,0.5056539824372208,13.3,5.2,24.2,10.2,8.3,5.0,0.7073891625615764,1
677,13.371504412043336,96.4,0.2,0.0,0.4947159841479524,17.8,4.3,21.5,11.6,13.7,5.4,0.6897029702970296,1
678,14.69261550169458,94.9,0.7,1.6,0.5048338368580061,11.4,4.8,30.0,9.5,9.5,4.7,0.7623407643312102,1
679,15.375989689229902,95.1,0.2,0.3,0.5023751293387264,12.5,4.6,28.3,9.1,7.8,4.2,0.709968583254376,1
680,16.822993978022243,87.1,7.1,1.3,0.5178198692404561,21.2,7.9,32.4,8.0,14.3,3.7,0.5465862553737699,1
681,17.63057997843407,75.3,5.4,1.0,0.505435532514636,13.8,5.6,25.5,7.3,7.8,4.9,0.621092716983128,1
682,14.478959169265716,98.4,0.2,0.3,0.5001094810597767,9.9,5.3,31.6,12.9,10.0,7.4,0.7963678198701619,1
683,14.30890780406394,92.3,1.0,0.3,0.507686243594797,13.3,3.8,23.1,11.3,11.2,7.1,0.7184716110335945,1
684,15.036001852919863,94.2,2.0,0.3,0.498720085724491,10.7,3.5,26.7,12.5,7.4,3.9,0.716963960684383,1
685,16.045055715184624,85.3,7.1,0.9,0.521407971603934,19.1,7.6,28.1,7.7,12.4,3.8,0.6683848177918754,1
686,18.240451297458517,84.5,3.6,5.7,0.5111354367474257,5.0,3.3,53.3,5.0,9.5,4.4,0.5133430692343842,1
687,15.267737679788183,95.7,0.2,0.4,0.4983523447401774,12.9,6.6,29.0,10.1,12.3,3.2,0.7084488545162703,1
688,15.570122529676732,93.8,2.3,0.5,0.4809348599149006,16.1,7.0,28.9,9.3,12.4,7.0,0.7008479314200522,1
689,16.331354352734497,85.8,7.0,1.3,0.5162448306389997,16.5,6.5,28.7,8.0,11.2,4.5,0.6375096413420748,1
690,15.156399144871584,95.2,0.8,0.8,0.5093921139101862,11.6,3.9,27.4,9.1,9.5,5.4,0.7208970773701815,1
691,14.97893385221637,93.0,2.0,0.8,0.5225900349921035,13.7,6.9,30.0,9.5,12.7,3.7,0.6445007670246115,1
692,14.76487159073609,95.4,1.4,0.4,0.4977370689655172,13.9,6.0,21.1,11.1,13.7,4.3,0.7598686844423093,1
693,17.18842464790179,90.3,2.3,2.8,0.5089683246406309,9.4,4.6,39.1,8.6,11.3,5.3,0.6464107223989096,1
694,15.204685760594554,92.9,3.1,0.8,0.4898445568413526,15.6,5.4,27.1,10.4,11.3,4.3,0.7153378751611121,1
695,16.2644426002266,88.6,0.7,1.0,0.5019563008130081,11.2,4.6,28.6,8.9,6.5,5.1,0.7222403924775143,1
696,15.240791332161956,94.4,0.1,0.2,0.4922778925619834,9.1,2.9,20.8,10.7,5.5,6.0,0.7508564021849828,1
697,18.89857186626637,54.5,23.9,1.3,0.5163906248081621,16.8,8.5,30.0,9.5,11.0,3.4,0.4111700602236879,0
698,16.98416252863375,85.3,7.5,0.5,0.5001195609413689,17.4,6.8,29.2,8.7,10.3,4.9,0.59098051837407,1
699,19.84224597801854,56.7,27.2,2.9,0.5185581575464592,19.8,8.0,34.9,7.5,9.9,4.1,0.3381025936947993,0
700,13.31896640501995,97.2,0.5,0.2,0.4964282219395244,13.3,4.2,29.5,12.6,23.5,7.2,0.7677210365853658,1
701,15.137111224895392,89.3,5.0,0.6,0.4722908283613153,16.0,7.8,24.6,10.6,14.6,5.1,0.7392245754110562,1
702,17.14007084649849,84.1,3.0,6.3,0.5014747015979396,24.7,6.3,43.3,5.4,20.3,5.6,0.3434854332669322,0
703,12.529186505250893,96.7,1.3,0.3,0.4980544747081712,5.0,3.3,24.9,11.1,14.2,1.8,0.5991831971995333,1
704,13.606289533345528,96.8,1.0,1.0,0.4983561863523374,10.6,3.8,24.4,14.2,9.5,1.7,0.7408810990052108,1
705,17.352862435990424,84.0,3.3,1.4,0.5059710498174932,11.0,5.7,35.7,11.1,9.7,3.9,0.5104973628991096,1
706,14.643799833398973,96.2,1.5,0.4,0.500918004609555,9.5,3.4,31.7,10.9,12.0,4.5,0.6844609665427509,1
707,15.196256317736164,91.9,3.1,1.0,0.4740164611245771,11.6,5.1,28.5,11.5,10.6,4.7,0.7235973597359736,1
708,14.033164862681147,96.1,1.4,0.1,0.5095138681777512,18.3,4.7,24.4,14.3,10.4,6.0,0.7473684210526316,1
709,15.436288612287154,92.6,1.0,0.7,0.5053339046888744,10.6,4.9,28.7,11.4,9.9,5.6,0.7144328380167722,1
710,15.07259321471724,94.0,0.2,0.5,0.4938622711047912,10.1,4.9,25.6,8.6,9.7,5.7,0.6875682894257618,1
711,14.351215321855609,92.1,3.7,0.8,0.4624401913875598,15.6,5.9,26.2,16.5,12.4,4.5,0.7317366579177603,1
712,12.818781872275403,95.8,0.1,0.5,0.4937024221453287,8.2,3.9,21.8,12.1,15.2,6.8,0.758893280632411,1
713,17.47223865710215,84.1,9.1,1.2,0.5167545688028994,18.0,5.2,33.2,7.7,9.2,3.4,0.5297781829231236,1
714,13.933321820732946,96.8,0.4,0.2,0.5067757606750192,13.4,5.1,25.3,12.7,13.4,7.0,0.6792452830188679,1
715,14.958915156091347,94.5,0.9,0.2,0.51117809595579,13.3,5.5,30.3,10.3,9.6,5.2,0.7226213657422951,1
716,16.031270431771503,88.5,5.0,1.0,0.516409842919429,18.2,6.5,30.2,7.9,9.6,5.1,0.6218407079646018,1
717,14.76445696361989,95.0,0.7,0.5,0.5081560793331417,11.0,3.0,27.3,10.8,8.8,5.7,0.7585074418279645,1
718,14.567421380848511,89.8,0.4,0.2,0.4981259524692121,9.8,4.4,26.7,13.4,12.2,5.3,0.7019230769230769,1
719,15.03105499804391,95.7,0.4,0.4,0.5007317583106836,9.5,3.6,27.0,10.3,9.1,5.1,0.7141984563273919,1
720,12.812177305514448,96.6,0.3,0.4,0.5061179087875417,9.5,3.0,28.2,17.3,15.3,10.4,0.6933681958640361,1
721,11.886077584873094,96.8,0.4,0.6,0.5059445178335535,11.2,4.2,37.4,13.1,12.1,15.5,0.7011915673693859,1
722,13.766942940755785,91.2,0.9,0.3,0.4908177905308465,11.4,3.3,29.8,17.5,10.3,10.8,0.6326830571886691,1
723,13.61505483515927,95.7,0.6,0.5,0.5053797720570654,17.1,6.3,28.7,9.1,13.0,9.6,0.6859227728792946,1
724,12.479527669256347,97.1,0.4,0.5,0.5072666783400456,11.1,2.7,29.6,14.9,13.6,13.0,0.6656032482598608,1
725,14.646446206154732,96.6,0.7,0.3,0.5014427201122982,8.7,3.6,31.8,11.9,11.1,7.9,0.6204754186925986,1
726,17.02063276165771,82.2,8.8,2.1,0.5092433814681107,15.9,5.3,31.8,7.4,13.9,4.2,0.4414524440737541,0
727,14.687211632072838,94.6,0.4,0.4,0.496607406845836,9.4,4.4,31.5,9.9,19.1,5.0,0.5608230134158927,1
728,14.594616192955266,95.3,0.9,1.1,0.5070934885412878,7.7,3.6,37.1,9.1,12.2,7.0,0.5641793075301,1
729,14.365023751034274,96.4,0.3,0.6,0.502535424861381,7.8,3.2,30.5,12.5,13.3,8.8,0.5911602209944752,1
730,14.314087533615924,61.4,2.6,8.9,0.4965879522804261,13.7,4.9,26.3,8.6,9.9,8.7,0.6154595252586732,1
731,13.855452509744048,96.8,0.2,0.4,0.5006072055053299,9.4,3.2,29.9,11.3,11.2,11.3,0.6798331697742885,1
732,13.260625556068227,94.8,1.8,0.3,0.48237212145914,15.3,2.3,33.3,14.0,16.7,13.2,0.6949886963074604,1
733,14.318260343712415,95.3,1.5,0.2,0.5079302917564128,10.3,2.5,31.3,10.7,10.4,10.1,0.6802356251098998,1
734,13.70206443587828,95.8,0.3,0.5,0.5058152622495685,15.1,2.5,29.4,13.2,12.1,10.7,0.678176607069742,1
735,14.164906926675688,95.8,0.7,0.3,0.5019599303135889,5.4,3.0,34.9,11.5,17.4,9.4,0.570251758607923,1
736,15.396537889096956,91.2,1.7,1.1,0.512890063522975,11.3,4.1,32.1,9.7,11.6,6.2,0.5197159565580618,1
737,13.498973829262413,94.0,1.0,0.4,0.4986611384641962,11.9,3.3,27.7,13.6,16.6,11.4,0.6861547855289268,1
738,13.567480801143043,96.3,0.4,0.4,0.5014003294892916,8.9,2.5,30.4,12.8,13.8,9.9,0.6464585834333734,1
739,13.177886656348791,84.6,0.1,1.0,0.5036149778784936,15.4,4.4,31.1,13.2,11.9,6.8,0.6696485623003194,1
740,14.000264141169616,94.0,0.2,0.5,0.506254958198572,11.8,3.4,33.2,11.9,10.3,8.8,0.6781964857995358,1
741,14.112358051510046,96.2,1.0,0.4,0.4965840438145785,10.4,3.0,27.6,13.4,11.3,13.4,0.6318948566697713,1
742,15.538279885917024,91.5,2.6,0.7,0.5106016349002879,13.1,4.2,28.6,10.6,9.6,6.1,0.5354680987495992,1
743,14.064321748889189,67.5,1.2,1.9,0.4817582160994688,18.5,6.2,25.9,12.2,11.8,7.9,0.6752921535893155,1
744,16.303209948944776,86.2,1.3,4.2,0.5061584883260783,5.4,2.4,51.1,5.7,11.9,4.3,0.494548603134774,1
