"year","state","county","D","O","R","total"
"2004","MISSOURI","GENTRY",1201,26,2085,3312
"2004","MISSOURI","GREENE",46657,724,77885,125266
"2004","MISSOURI","GRUNDY",1561,75,3172,4808
"2004","MISSOURI","HARRISON",1279,40,2729,4048
"2004","MISSOURI","HENRY",4461,55,6361,10877
"2004","MISSOURI","HICKORY",2043,32,2791,4866
"2004","MISSOURI","HOLT",811,16,1864,2691
"2004","MISSOURI","HOWARD",1972,34,2915,4921
"2004","MISSOURI","HOWELL",5118,164,11097,16379
"2004","MISSOURI","IRON",2157,45,2477,4679
"2004","MISSOURI","JACKSON",79029,1102,94439,174570
"2004","MISSOURI","JASPER",13002,237,31846,45085
"2004","MISSOURI","JEFFERSON",46057,583,46624,93264
"2004","MISSOURI","JOHNSON",7790,189,12257,20236
"2004","MISSOURI","KANSAS CITY",104625,737,36061,141423
"2004","MISSOURI","KNOX",761,10,1207,1978
"2004","MISSOURI","LACLEDE",4213,78,10578,14869
"2004","MISSOURI","LAFAYETTE",6412,114,9656,16182
"2004","MISSOURI","LAWRENCE",4506,106,11194,15806
"2004","MISSOURI","LEWIS",1754,28,2862,4644
"2004","MISSOURI","LINCOLN",8368,155,11316,19839
"2004","MISSOURI","LINN",2440,36,3422,5898
"2004","MISSOURI","LIVINGSTON",2278,39,4029,6346
"2004","MISSOURI","MACON",2856,41,4673,7570
"2004","MISSOURI","MADISON",1972,41,2905,4918
"2004","MISSOURI","MARIES",1563,36,2825,4424
"2004","MISSOURI","MARION",4568,70,7815,12453
"2004","MISSOURI","MCDONALD",2215,67,5443,7725
"2004","MISSOURI","MERCER",582,28,1207,1817
"2004","MISSOURI","MILLER",2959,75,7797,10831
"2004","MISSOURI","MISSISSIPPI",2374,21,2903,5298
"2004","MISSOURI","MONITEAU",1913,35,4743,6691
"2004","MISSOURI","MONROE",1647,28,2632,4307
"2004","MISSOURI","MONTGOMERY",2147,50,3563,5760
"2004","MISSOURI","MORGAN",3053,61,5657,8771
"2004","MISSOURI","NEW MADRID",3716,37,4154,7907
"2004","MISSOURI","NEWTON",6564,138,17187,23889
"2004","MISSOURI","NODAWAY",3830,63,6226,10119
"2004","MISSOURI","OREGON",1823,81,2769,4673
"2004","MISSOURI","OSAGE",1673,23,4975,6671
"2004","MISSOURI","OZARK",1561,63,3083,4707
"2004","MISSOURI","PEMISCOT",3381,27,3398,6806
"2004","MISSOURI","PERRY",2621,43,5583,8247
"2004","MISSOURI","PETTIS",5801,92,11603,17496
"2004","MISSOURI","PHELPS",6666,160,11874,18700
"2004","MISSOURI","PIKE",3670,56,4314,8040
"2004","MISSOURI","PLATTE",18412,256,23302,41970
"2004","MISSOURI","POLK",3775,92,8586,12453
"2004","MISSOURI","PULASKI",3551,52,8618,12221
"2004","MISSOURI","PUTNAM",772,13,1660,2445
"2004","MISSOURI","RALLS",2031,17,2986,5034
"2004","MISSOURI","RANDOLPH",3586,61,6551,10198
"2004","MISSOURI","RAY",5034,81,5673,10788
"2004","MISSOURI","REYNOLDS",1449,19,1896,3364
"2004","MISSOURI","RIPLEY",1907,53,3693,5653
"2004","MISSOURI","SALINE",4479,71,5389,9939
"2004","MISSOURI","SCHUYLER",894,13,1124,2031
"2004","MISSOURI","SCOTLAND",828,17,1352,2197
"2004","MISSOURI","SCOTT",6057,61,11330,17448
"2004","MISSOURI","SHANNON",1618,38,2511,4167
"2004","MISSOURI","SHELBY",1201,21,2280,3502
"2004","MISSOURI","ST. CHARLES",66855,807,95826,163488
"2004","MISSOURI","ST. CLAIR",1841,26,3098,4965
"2004","MISSOURI","ST. FRANCOIS",10748,98,12087,22933
"2004","MISSOURI","ST. LOUIS CITY",116133,712,27793,144638
"2004","MISSOURI","ST. LOUIS COUNTY",295284,2730,244969,542983
"2004","MISSOURI","STE. GENEVIEVE",4281,74,3791,8146
"2004","MISSOURI","STODDARD",3946,64,9242,13252
"2004","MISSOURI","STONE",4578,77,10534,15189
"2004","MISSOURI","SULLIVAN",1178,31,1880,3089
"2004","MISSOURI","TANEY",5601,101,13578,19280
"2004","MISSOURI","TEXAS",3664,120,7234,11018
"2004","MISSOURI","VERNON",3206,54,5732,8992
"2004","MISSOURI","WARREN",5461,88,7883,13432
"2004","MISSOURI","WASHINGTON",4459,78,4641,9178
"2004","MISSOURI","WAYNE",2250,35,3919,6204
"2004","MISSOURI","WEBSTER",4657,93,10194,14944
"2004","MISSOURI","WORTH",436,5,691,1132
"2004","MISSOURI","WRIGHT",2188,68,6090,8346
"2004","MONTANA","BEAVERHEAD",1103,72,3067,4242
"2004","MONTANA","BIG HORN",2215,68,2028,4311
"2004","MONTANA","BLAINE",1300,44,1424,2768
"2004","MONTANA","BROADWATER",533,42,1778,2353
"2004","MONTANA","CARBON",1847,132,3342,5321
"2004","MONTANA","CARTER",76,10,623,709
"2004","MONTANA","CASCADE",13701,730,19028,33459
"2004","MONTANA","CHOUTEAU",946,62,1913,2921
"2004","MONTANA","CUSTER",1630,121,3297,5048
"2004","MONTANA","DANIELS",326,29,764,1119
"2004","MONTANA","DAWSON",1494,106,2884,4484
"2004","MONTANA","DEER LODGE",2700,118,1725,4543
"2004","MONTANA","FALLON",289,24,1178,1491
"2004","MONTANA","FERGUS",1582,120,4425,6127
"2004","MONTANA","FLATHEAD",11587,1072,26019,38678
"2004","MONTANA","GALLATIN",16405,1044,22392,39841
"2004","MONTANA","GARFIELD",52,13,590,655
"2004","MONTANA","GLACIER",2641,93,1828,4562
"2004","MONTANA","GOLDEN VALLEY",119,7,396,522
"2004","MONTANA","GRANITE",404,57,1144,1605
"2004","MONTANA","HILL",2997,155,3505,6657
"2004","MONTANA","JEFFERSON",1881,143,3844,5868
"2004","MONTANA","JUDITH BASIN",322,20,944,1286
"2004","MONTANA","LAKE",4960,371,7245,12576
"2004","MONTANA","LEWIS AND CLARK",12717,631,16494,29842
"2004","MONTANA","LIBERTY",281,18,734,1033
"2004","MONTANA","LINCOLN",2320,238,5889,8447
"2004","MONTANA","MADISON",983,82,2868,3933
"2004","MONTANA","MCCONE",320,26,791,1137
"2004","MONTANA","MEAGHER",247,28,698,973
"2004","MONTANA","MINERAL",542,53,1242,1837
"2004","MONTANA","MISSOULA",26983,1480,23989,52452
"2004","MONTANA","MUSSELSHELL",538,46,1663,2247
"2004","MONTANA","PARK",3199,247,4771,8217
"2004","MONTANA","PETROLEUM",55,9,228,292
"2004","MONTANA","PHILLIPS",456,37,1677,2170
"2004","MONTANA","PONDERA",956,51,1853,2860
"2004","MONTANA","POWDER RIVER",154,19,856,1029
"2004","MONTANA","POWELL",761,76,1993,2830
"2004","MONTANA","PRAIRIE",181,9,546,736
"2004","MONTANA","RAVALLI",6144,443,13279,19866
"2004","MONTANA","RICHLAND",1120,78,3110,4308
"2004","MONTANA","ROOSEVELT",2195,71,1762,4028
"2004","MONTANA","ROSEBUD",1520,83,1982,3585
"2004","MONTANA","SANDERS",1502,190,3461,5153
"2004","MONTANA","SHERIDAN",846,33,1159,2038
"2004","MONTANA","SILVER BOW",9307,396,6381,16084
"2004","MONTANA","STILLWATER",1025,98,3090,4213
"2004","MONTANA","SWEET GRASS",445,29,1509,1983
"2004","MONTANA","TETON",1047,80,2232,3359
"2004","MONTANA","TOOLE",690,38,1583,2311
"2004","MONTANA","TREASURE",121,13,348,482
"2004","MONTANA","VALLEY",1431,111,2476,4018
"2004","MONTANA","WHEATLAND",250,23,706,979
"2004","MONTANA","WIBAUX",144,9,407,560
"2004","MONTANA","YELLOWSTONE",24120,1263,40903,66286
"2004","NEBRASKA","ADAMS",3791,262,9233,13286
"2004","NEBRASKA","ANTELOPE",613,50,2761,3424
"2004","NEBRASKA","ARTHUR",24,2,240,266
"2004","NEBRASKA","BANNER",56,2,379,437
"2004","NEBRASKA","BLAINE",38,0,301,339
"2004","NEBRASKA","BOONE",546,40,2309,2895
"2004","NEBRASKA","BOX BUTTE",1657,99,3396,5152
"2004","NEBRASKA","BOYD",228,9,911,1148
"2004","NEBRASKA","BROWN",268,39,1426,1733
"2004","NEBRASKA","BUFFALO",4100,286,14222,18608
"2004","NEBRASKA","BURT",1272,47,2349,3668
"2004","NEBRASKA","BUTLER",1068,84,3016,4168
"2004","NEBRASKA","CASS",3619,147,7763,11529
"2004","NEBRASKA","CEDAR",1083,66,3387,4536
"2004","NEBRASKA","CHASE",302,19,1652,1973
"2004","NEBRASKA","CHERRY",483,50,2509,3042
"2004","NEBRASKA","CHEYENNE",893,62,3791,4746
"2004","NEBRASKA","CLAY",743,51,2543,3337
"2004","NEBRASKA","COLFAX",990,54,2589,3633
"2004","NEBRASKA","CUMING",966,53,3330,4349
"2004","NEBRASKA","CUSTER",1040,54,4518,5612
"2004","NEBRASKA","DAKOTA",3027,62,3526,6615
"2004","NEBRASKA","DAWES",1119,66,2809,3994
"2004","NEBRASKA","DAWSON",1728,79,6149,7956
"2004","NEBRASKA","DEUEL",222,11,820,1053
"2004","NEBRASKA","DIXON",938,43,2028,3009
"2004","NEBRASKA","DODGE",5250,206,10716,16172
"2004","NEBRASKA","DOUGLAS",83330,2928,120813,207071
"2004","NEBRASKA","DUNDY",186,9,858,1053
"2004","NEBRASKA","FILLMORE",828,51,2314,3193
"2004","NEBRASKA","FRANKLIN",412,25,1277,1714
"2004","NEBRASKA","FRONTIER",275,32,1160,1467
"2004","NEBRASKA","FURNAS",492,25,1950,2467
"2004","NEBRASKA","GAGE",3655,154,6575,10384
"2004","NEBRASKA","GARDEN",201,12,970,1183
"2004","NEBRASKA","GARFIELD",196,15,806,1017
"2004","NEBRASKA","GOSPER",222,7,890,1119
"2004","NEBRASKA","GRANT",41,3,352,396
"2004","NEBRASKA","GREELEY",361,22,865,1248
"2004","NEBRASKA","HALL",6228,334,14592,21154
"2004","NEBRASKA","HAMILTON",1012,69,3785,4866
"2004","NEBRASKA","HARLAN",398,32,1467,1897
"2004","NEBRASKA","HAYES",66,8,524,598
"2004","NEBRASKA","HITCHCOCK",296,19,1171,1486
"2004","NEBRASKA","HOLT",894,63,4217,5174
"2004","NEBRASKA","HOOKER",64,5,392,461
"2004","NEBRASKA","HOWARD",900,59,2020,2979
"2004","NEBRASKA","JEFFERSON",1352,59,2600,4011
"2004","NEBRASKA","JOHNSON",885,39,1470,2394
"2004","NEBRASKA","KEARNEY",707,51,2621,3379
"2004","NEBRASKA","KEITH",743,38,3356,4137
"2004","NEBRASKA","KEYA PAHA",98,9,442,549
"2004","NEBRASKA","KIMBALL",366,20,1491,1877
"2004","NEBRASKA","KNOX",1086,65,3062,4213
"2004","NEBRASKA","LANCASTER",52747,1998,69764,124509
"2004","NEBRASKA","LINCOLN",4905,238,11056,16199
"2004","NEBRASKA","LOGAN",67,5,357,429
"2004","NEBRASKA","LOUP",68,4,314,386
"2004","NEBRASKA","MADISON",2934,174,10981,14089
"2004","NEBRASKA","MCPHERSON",49,4,259,312
"2004","NEBRASKA","MERRICK",833,53,2771,3657
"2004","NEBRASKA","MORRILL",495,43,1755,2293
"2004","NEBRASKA","NANCE",459,35,1237,1731
"2004","NEBRASKA","NEMAHA",1066,54,2595,3715
"2004","NEBRASKA","NUCKOLLS",541,46,1884,2471
"2004","NEBRASKA","OTOE",2275,93,5018,7386
"2004","NEBRASKA","PAWNEE",481,16,986,1483
"2004","NEBRASKA","PERKINS",262,11,1285,1558
"2004","NEBRASKA","PHELPS",830,41,3872,4743
"2004","NEBRASKA","PIERCE",546,28,2824,3398
"2004","NEBRASKA","PLATTE",2657,200,11130,13987
"2004","NEBRASKA","POLK",549,32,2146,2727
"2004","NEBRASKA","RED WILLOW",1055,74,4129,5258
"2004","NEBRASKA","RICHARDSON",1297,57,2924,4278
"2004","NEBRASKA","ROCK",130,13,740,883
"2004","NEBRASKA","SALINE",2420,75,3071,5566
"2004","NEBRASKA","SARPY",17455,716,40163,58334
"2004","NEBRASKA","SAUNDERS",2884,164,6441,9489
"2004","NEBRASKA","SCOTTS BLUFF",3843,169,10378,14390
"2004","NEBRASKA","SEWARD",2114,98,5353,7565
"2004","NEBRASKA","SHERIDAN",430,33,2136,2599
"2004","NEBRASKA","SHERMAN",541,30,1072,1643
"2004","NEBRASKA","SIOUX",123,9,677,809
"2004","NEBRASKA","STANTON",559,27,2159,2745
"2004","NEBRASKA","THAYER",764,39,2075,2878
"2004","NEBRASKA","THOMAS",60,6,378,444
"2004","NEBRASKA","THURSTON",1212,21,1154,2387
"2004","NEBRASKA","VALLEY",564,26,1801,2391
"2004","NEBRASKA","WASHINGTON",2754,113,7083,9950
"2004","NEBRASKA","WAYNE",1059,55,2971,4085
"2004","NEBRASKA","WEBSTER",557,42,1403,2002
"2004","NEBRASKA","WHEELER",81,6,366,453
"2004","NEBRASKA","YORK",1304,100,5393,6797
"2004","NEVADA","CARSON CITY",9441,494,13171,23106
"2004","NEVADA","CHURCHILL",2705,197,7335,10237
"2004","NEVADA","CLARK",281767,8293,255337,545397
"2004","NEVADA","DOUGLAS",8275,431,15192,23898
"2004","NEVADA","ELKO",3050,321,11938,15309
"2004","NEVADA","ESMERALDA",99,15,367,481
"2004","NEVADA","EUREKA",144,23,571,738
"2004","NEVADA","HUMBOLDT",1361,110,3896,5367
"2004","NEVADA","LANDER",414,37,1602,2053
"2004","NEVADA","LINCOLN",418,50,1579,2047
"2004","NEVADA","LYON",5637,378,11136,17151
"2004","NEVADA","MINERAL",931,60,1336,2327
"2004","NEVADA","NYE",5616,407,8487,14510
"2004","NEVADA","PERSHING",538,38,1341,1917
"2004","NEVADA","STOREY",871,44,1253,2168
"2004","NEVADA","WASHOE",74841,2693,81545,159079
"2004","NEVADA","WHITE PINE",1082,116,2604,3802
"2004","NEW HAMPSHIRE","BELKNAP",14080,298,17920,32298
"2004","NEW HAMPSHIRE","CARROLL",13319,289,14614,28222
"2004","NEW HAMPSHIRE","CHESHIRE",24438,436,16463,41337
"2004","NEW HAMPSHIRE","COOS",8585,191,8143,16919
"2004","NEW HAMPSHIRE","GRAFTON",26180,505,20277,46962
"2004","NEW HAMPSHIRE","HILLSBOROUGH",94121,1582,99724,195427
"2004","NEW HAMPSHIRE","MERRIMACK",39975,620,36060,76655
"2004","NEW HAMPSHIRE","ROCKINGHAM",75437,1260,82069,158766
"2004","NEW HAMPSHIRE","STRAFFORD",32942,513,25825,59280
"2004","NEW HAMPSHIRE","SULLIVAN",11434,220,10142,21796
"2004","NEW JERSEY","ATLANTIC",55746,864,49487,106097
"2004","NEW JERSEY","BERGEN",207666,2745,189833,400244
"2004","NEW JERSEY","BURLINGTON",110411,1609,95936,207956
"2004","NEW JERSEY","CAMDEN",137765,1741,81427,220933
"2004","NEW JERSEY","CAPE MAY",21475,455,28832,50762
"2004","NEW JERSEY","CUMBERLAND",27875,948,24362,53185
"2004","NEW JERSEY","ESSEX",203681,2293,83374,289348
"2004","NEW JERSEY","GLOUCESTER",66835,1096,60033,127964
"2004","NEW JERSEY","HUDSON",127447,1353,60646,189446
"2004","NEW JERSEY","HUNTERDON",26050,742,39888,66680
"2004","NEW JERSEY","MERCER",91580,1326,56604,149510
"2004","NEW JERSEY","MIDDLESEX",166628,2685,126492,295805
"2004","NEW JERSEY","MONMOUTH",133773,2516,163650,299939
"2004","NEW JERSEY","MORRIS",98066,1847,135241,235154
"2004","NEW JERSEY","OCEAN",99839,2263,152204,254306
"2004","NEW JERSEY","PASSAIC",94962,1149,75200,171311
"2004","NEW JERSEY","SALEM",13749,311,15721,29781
"2004","NEW JERSEY","SOMERSET",66476,1295,72508,140279
"2004","NEW JERSEY","SUSSEX",23990,900,44506,69396
"2004","NEW JERSEY","UNION",119372,1498,82517,203387
"2004","NEW JERSEY","WARREN",18044,622,29542,48208
"2004","NEW MEXICO","BERNALILLO",132252,3105,121454,256811
"2004","NEW MEXICO","CATRON",551,15,1427,1993
"2004","NEW MEXICO","CHAVES",6726,206,14773,21705
"2004","NEW MEXICO","CIBOLA",3913,97,3477,7487
"2004","NEW MEXICO","COLFAX",2824,62,3082,5968
"2004","NEW MEXICO","CURRY",3541,96,10649,14286
"2004","NEW MEXICO","DE BACA",281,6,706,993
"2004","NEW MEXICO","DONA ANA",31762,650,29548,61960
"2004","NEW MEXICO","EDDY",6880,122,13268,20270
"2004","NEW MEXICO","GRANT",7095,162,6135,13392
"2004","NEW MEXICO","GUADALUPE",1340,13,914,2267
"2004","NEW MEXICO","HARDING",259,5,380,644
"2004","NEW MEXICO","HIDALGO",861,22,1081,1964
"2004","NEW MEXICO","LEA",3646,105,14430,18181
"2004","NEW MEXICO","LINCOLN",2822,122,6070,9014
"2004","NEW MEXICO","LOS ALAMOS",5206,181,5810,11197
"2004","NEW MEXICO","LUNA",3340,89,4164,7593
"2004","NEW MEXICO","MCKINLEY",13051,221,7351,20623
"2004","NEW MEXICO","MORA",1876,22,928,2826
"2004","NEW MEXICO","OTERO",6433,265,14066,20764
"2004","NEW MEXICO","QUAY",1422,34,2661,4117
"2004","NEW MEXICO","RIO ARRIBA",9753,97,5149,14999
"2004","NEW MEXICO","ROOSEVELT",2082,65,4997,7144
"2004","NEW MEXICO","SAN JUAN",14843,638,29525,45006
"2004","NEW MEXICO","SAN MIGUEL",8683,120,3313,12116
"2004","NEW MEXICO","SANDOVAL",21421,492,22628,44541
"2004","NEW MEXICO","SANTA FE",47074,660,18466,66200
"2004","NEW MEXICO","SIERRA",1926,69,3162,5157
"2004","NEW MEXICO","SOCORRO",4025,130,3696,7851
"2004","NEW MEXICO","TAOS",10987,182,3666,14835
"2004","NEW MEXICO","TORRANCE",2386,95,4026,6507
"2004","NEW MEXICO","UNION",411,16,1454,1881
"2004","NEW MEXICO","VALENCIA",11270,268,14474,26012
"2004","NEW YORK","ALBANY",86213,8617,52369,147199
"2004","NEW YORK","ALLEGANY",6392,984,11894,19270
"2004","NEW YORK","BRONX",276938,12253,53738,342929
"2004","NEW YORK","BROOME",44496,5294,42100,91890
"2004","NEW YORK","CATTARAUGUS",13087,2147,19028,34262
"2004","NEW YORK","CAYUGA",16913,2513,16626,36052
"2004","NEW YORK","CHAUTAUQUA",26369,3839,30734,60942
"2004","NEW YORK","CHEMUNG",16639,1694,20742,39075
"2004","NEW YORK","CHENANGO",9003,1194,11144,21341
"2004","NEW YORK","CLINTON",17040,2063,14633,33736
"2004","NEW YORK","COLUMBIA",15238,2540,13325,31103
"2004","NEW YORK","CORTLAND",10354,1321,11085,22760
"2004","NEW YORK","DELAWARE",8425,1267,11474,21166
"2004","NEW YORK","DUTCHESS",56533,8025,59323,123881
"2004","NEW YORK","ERIE",240563,31377,173198,445138
"2004","NEW YORK","ESSEX",8474,1218,9390,19082
"2004","NEW YORK","FRANKLIN",9286,927,8103,18316
"2004","NEW YORK","FULTON",8919,1254,12042,22215
"2004","NEW YORK","GENESEE",9970,1909,15701,27580
"2004","NEW YORK","GREENE",8607,1632,12159,22398
"2004","NEW YORK","HAMILTON",1120,214,2358,3692
"2004","NEW YORK","HERKIMER",11383,1662,15265,28310
"2004","NEW YORK","JEFFERSON",16342,2210,20248,38800
"2004","NEW YORK","KINGS",494165,34415,159200,687780
"2004","NEW YORK","LEWIS",4417,632,6348,11397
"2004","NEW YORK","LIVINGSTON",11107,1956,16885,29948
"2004","NEW YORK","MADISON",12665,2038,15584,30287
"2004","NEW YORK","MONROE",168088,21519,153374,342981
"2004","NEW YORK","MONTGOMERY",9175,1283,10763,21221
"2004","NEW YORK","NASSAU",317283,27558,273502,618343
"2004","NEW YORK","NEW YORK",509841,27023,104883,641747
"2004","NEW YORK","NIAGARA",45644,6411,44525,96580
"2004","NEW YORK","ONEIDA",39658,6142,49569,95369
"2004","NEW YORK","ONONDAGA",112618,13848,88123,214589
"2004","NEW YORK","ONTARIO",20503,2988,26611,50102
"2004","NEW YORK","ORANGE",61642,8021,75010,144673
"2004","NEW YORK","ORLEANS",5734,1043,9796,16573
"2004","NEW YORK","OSWEGO",23261,3671,24675,51607
"2004","NEW YORK","OTSEGO",12402,1482,12768,26652
"2004","NEW YORK","PUTNAM",18892,3274,24397,46563
"2004","NEW YORK","QUEENS",422609,24505,157948,605062
"2004","NEW YORK","RENSSELAER",34741,5483,32290,72514
"2004","NEW YORK","RICHMOND",66255,8569,85302,160126
"2004","NEW YORK","ROCKLAND",62391,7330,61510,131231
"2004","NEW YORK","SARATOGA",47367,5797,53709,106873
"2004","NEW YORK","SCHENECTADY",34762,4705,30002,69469
"2004","NEW YORK","SCHOHARIE",5455,954,8148,14557
"2004","NEW YORK","SCHUYLER",3290,573,4727,8590
"2004","NEW YORK","SENECA",6771,951,7603,15325
"2004","NEW YORK","ST. LAWRENCE",22173,2272,17310,41755
"2004","NEW YORK","STEUBEN",14090,2128,26066,42284
"2004","NEW YORK","SUFFOLK",307011,39515,292186,638712
"2004","NEW YORK","SULLIVAN",14447,2121,14398,30966
"2004","NEW YORK","TIOGA",9415,1144,13343,23902
"2004","NEW YORK","TOMPKINS",25659,3204,13539,42402
"2004","NEW YORK","ULSTER",45530,6948,35234,87712
"2004","NEW YORK","WARREN",13054,1792,16213,31059
"2004","NEW YORK","WASHINGTON",10295,1660,13148,25103
"2004","NEW YORK","WAYNE",15093,2981,23126,41200
"2004","NEW YORK","WESTCHESTER",224992,19517,151261,395770
"2004","NEW YORK","WYOMING",5894,1085,11185,18164
"2004","NEW YORK","YATES",4062,596,6053,10711
"2004","NORTH CAROLINA","ALAMANCE",20686,187,33302,54175
"2004","NORTH CAROLINA","ALEXANDER",4618,54,10928,15600
"2004","NORTH CAROLINA","ALLEGHANY",1922,22,2883,4827
"2004","NORTH CAROLINA","ANSON",5413,16,3796,9225
"2004","NORTH CAROLINA","ASHE",4477,54,7292,11823
"2004","NORTH CAROLINA","AVERY",1805,41,5678,7524
"2004","NORTH CAROLINA","BEAUFORT",7025,65,12432,19522
"2004","NORTH CAROLINA","BERTIE",4938,37,3057,8032
"2004","NORTH CAROLINA","BLADEN",6109,30,6174,12313
"2004","NORTH CAROLINA","BRUNSWICK",14903,149,22925,37977
"2004","NORTH CAROLINA","BUNCOMBE",51868,654,52491,105013
"2004","NORTH CAROLINA","BURKE",11728,112,18922,30762
"2004","NORTH CAROLINA","CABARRUS",19803,241,40780,60824
"2004","NORTH CAROLINA","CALDWELL",9999,163,21186,31348
"2004","NORTH CAROLINA","CAMDEN",1339,11,2480,3830
"2004","NORTH CAROLINA","CARTERET",7732,127,17716,25575
"2004","NORTH CAROLINA","CASWELL",4539,30,4868,9437
"2004","NORTH CAROLINA","CATAWBA",18858,228,39602,58688
"2004","NORTH CAROLINA","CHATHAM",12897,133,12892,25922
"2004","NORTH CAROLINA","CHEROKEE",3635,47,7517,11199
"2004","NORTH CAROLINA","CHOWAN",2406,13,2967,5386
"2004","NORTH CAROLINA","CLAY",1628,29,3209,4866
"2004","NORTH CAROLINA","CLEVELAND",14215,114,22750,37079
"2004","NORTH CAROLINA","COLUMBUS",10343,75,10773,21191
"2004","NORTH CAROLINA","CRAVEN",14019,162,23575,37756
"2004","NORTH CAROLINA","CUMBERLAND",45788,299,49139,95226
"2004","NORTH CAROLINA","CURRITUCK",2909,54,6013,8976
"2004","NORTH CAROLINA","DARE",6136,67,9345,15548
"2004","NORTH CAROLINA","DAVIDSON",17191,230,42075,59496
"2004","NORTH CAROLINA","DAVIE",4233,75,12372,16680
"2004","NORTH CAROLINA","DUPLIN",6923,49,9611,16583
"2004","NORTH CAROLINA","DURHAM",74524,513,34614,109651
"2004","NORTH CAROLINA","EDGECOMBE",12877,39,8163,21079
"2004","NORTH CAROLINA","FORSYTH",63340,491,75294,139125
"2004","NORTH CAROLINA","FRANKLIN",9286,92,11540,20918
"2004","NORTH CAROLINA","GASTON",20254,249,43252,63755
"2004","NORTH CAROLINA","GATES",2121,8,1924,4053
"2004","NORTH CAROLINA","GRAHAM",1272,22,2693,3987
"2004","NORTH CAROLINA","GRANVILLE",9057,53,9491,18601
"2004","NORTH CAROLINA","GREENE",2665,7,3800,6472
"2004","NORTH CAROLINA","GUILFORD",100042,1018,98254,199314
"2004","NORTH CAROLINA","HALIFAX",11528,31,8088,19647
"2004","NORTH CAROLINA","HARNETT",11563,86,20922,32571
"2004","NORTH CAROLINA","HAYWOOD",11237,150,14545,25932
"2004","NORTH CAROLINA","HENDERSON",15003,206,28025,43234
"2004","NORTH CAROLINA","HERTFORD",5141,49,2942,8132
"2004","NORTH CAROLINA","HOKE",5794,37,5257,11088
"2004","NORTH CAROLINA","HYDE",1048,10,1235,2293
"2004","NORTH CAROLINA","IREDELL",18065,233,38675,56973
"2004","NORTH CAROLINA","JACKSON",6737,86,7351,14174
"2004","NORTH CAROLINA","JOHNSTON",17266,188,36903,54357
"2004","NORTH CAROLINA","JONES",1893,13,2607,4513
"2004","NORTH CAROLINA","LEE",7657,52,11834,19543
"2004","NORTH CAROLINA","LENOIR",10207,33,12939,23179
"2004","NORTH CAROLINA","LINCOLN",9434,93,20052,29579
"2004","NORTH CAROLINA","MACON",5489,87,9448,15024
"2004","NORTH CAROLINA","MADISON",4234,54,5175,9463
"2004","NORTH CAROLINA","MARTIN",5102,16,5334,10452
"2004","NORTH CAROLINA","MCDOWELL",5330,82,10590,16002
"2004","NORTH CAROLINA","MECKLENBURG",166828,1190,155084,323102
"2004","NORTH CAROLINA","MITCHELL",2080,32,5686,7798
"2004","NORTH CAROLINA","MONTGOMERY",4313,22,5745,10080
"2004","NORTH CAROLINA","MOORE",13555,113,24714,38382
"2004","NORTH CAROLINA","NASH",15693,78,21902,37673
"2004","NORTH CAROLINA","NEW HANOVER",35572,324,45351,81247
"2004","NORTH CAROLINA","NORTHAMPTON",5584,10,3176,8770
"2004","NORTH CAROLINA","ONSLOW",11250,137,25890,37277
"2004","NORTH CAROLINA","ORANGE",42910,472,20771,64153
"2004","NORTH CAROLINA","PAMLICO",2335,24,3679,6038
"2004","NORTH CAROLINA","PASQUOTANK",6984,55,6609,13648
"2004","NORTH CAROLINA","PENDER",6999,49,10037,17085
"2004","NORTH CAROLINA","PERQUIMANS",1971,22,2965,4958
"2004","NORTH CAROLINA","PERSON",6198,43,8973,15214
"2004","NORTH CAROLINA","PITT",24924,129,28590,53643
"2004","NORTH CAROLINA","POLK",3787,94,5140,9021
"2004","NORTH CAROLINA","RANDOLPH",12966,173,37771,50910
"2004","NORTH CAROLINA","RICHMOND",8383,53,7709,16145
"2004","NORTH CAROLINA","ROBESON",17868,94,15909,33871
"2004","NORTH CAROLINA","ROCKINGHAM",14430,118,22840,37388
"2004","NORTH CAROLINA","ROWAN",16735,217,34915,51867
"2004","NORTH CAROLINA","RUTHERFORD",8184,131,16343,24658
"2004","NORTH CAROLINA","SAMPSON",9649,39,12600,22288
"2004","NORTH CAROLINA","SCOTLAND",6386,20,5141,11547
"2004","NORTH CAROLINA","STANLY",7650,89,17814,25553
"2004","NORTH CAROLINA","STOKES",5767,64,13583,19414
"2004","NORTH CAROLINA","SURRY",8304,101,17587,25992
"2004","NORTH CAROLINA","SWAIN",2419,32,2593,5044
"2004","NORTH CAROLINA","TRANSYLVANIA",6097,105,9386,15588
"2004","NORTH CAROLINA","TYRRELL",731,4,855,1590
"2004","NORTH CAROLINA","UNION",17974,207,42820,61001
"2004","NORTH CAROLINA","VANCE",8762,31,6884,15677
"2004","NORTH CAROLINA","WAKE",169909,1611,177324,348844
"2004","NORTH CAROLINA","WARREN",5171,16,2840,8027
"2004","NORTH CAROLINA","WASHINGTON",2969,18,2484,5471
"2004","NORTH CAROLINA","WATAUGA",11232,159,12659,24050
"2004","NORTH CAROLINA","WAYNE",15076,87,24883,40046
"2004","NORTH CAROLINA","WILKES",7862,95,19197,27154
"2004","NORTH CAROLINA","WILSON",14206,65,16264,30535
"2004","NORTH CAROLINA","YADKIN",3451,46,11816,15313
